date,shop_id,channel,spend
2026-04-23,shop_demo_dtc,meta,1980.99
2026-04-23,shop_demo_dtc,google,903.62
2026-04-23,shop_demo_dtc,other,324.03
2026-04-24,shop_demo_dtc,meta,2426.88
2026-04-24,shop_demo_dtc,google,1013.14
2026-04-24,shop_demo_dtc,other,312.47
2026-04-25,shop_demo_dtc,meta,1364.27
2026-04-25,shop_demo_dtc,google,605.9
2026-04-25,shop_demo_dtc,other,281.95
2026-04-26,shop_demo_dtc,meta,1201.48
2026-04-26,shop_demo_dtc,google,543.93
2026-04-26,shop_demo_dtc,other,192.23
2026-04-27,shop_demo_dtc,meta,1950.15
2026-04-27,shop_demo_dtc,google,981.81
2026-04-27,shop_demo_dtc,other,356.68
2026-04-28,shop_demo_dtc,meta,1868.01
2026-04-28,shop_demo_dtc,google,751.8
2026-04-28,shop_demo_dtc,other,307.51
2026-04-29,shop_demo_dtc,meta,2311.1
2026-04-29,shop_demo_dtc,google,1109.9
2026-04-29,shop_demo_dtc,other,263.22
2026-04-30,shop_demo_dtc,meta,1629.67
2026-04-30,shop_demo_dtc,google,810.6
2026-04-30,shop_demo_dtc,other,258.82
2026-05-01,shop_demo_dtc,meta,1856.39
2026-05-01,shop_demo_dtc,google,744.28
2026-05-01,shop_demo_dtc,other,270.17
2026-05-02,shop_demo_dtc,meta,1479.94
2026-05-02,shop_demo_dtc,google,594.72
2026-05-02,shop_demo_dtc,other,284.84
2026-05-03,shop_demo_dtc,meta,1650.67
2026-05-03,shop_demo_dtc,google,737.37
2026-05-03,shop_demo_dtc,other,214.51
2026-05-04,shop_demo_dtc,meta,2221.77
2026-05-04,shop_demo_dtc,google,902.63
2026-05-04,shop_demo_dtc,other,284.43
2026-05-05,shop_demo_dtc,meta,2277.92
2026-05-05,shop_demo_dtc,google,1113.7
2026-05-05,shop_demo_dtc,other,291.48
2026-05-06,shop_demo_dtc,meta,1914.36
2026-05-06,shop_demo_dtc,google,838.9
2026-05-06,shop_demo_dtc,other,364.27
2026-05-07,shop_demo_dtc,meta,2039.66
2026-05-07,shop_demo_dtc,google,825.84
2026-05-07,shop_demo_dtc,other,332.92
2026-05-08,shop_demo_dtc,meta,1561.71
2026-05-08,shop_demo_dtc,google,758.6
2026-05-08,shop_demo_dtc,other,294.37
2026-05-09,shop_demo_dtc,meta,1194.98
2026-05-09,shop_demo_dtc,google,490.19
2026-05-09,shop_demo_dtc,other,232.26
2026-05-10,shop_demo_dtc,meta,1146.54
2026-05-10,shop_demo_dtc,google,489.82
2026-05-10,shop_demo_dtc,other,211.44
2026-05-11,shop_demo_dtc,meta,1657.59
2026-05-11,shop_demo_dtc,google,794.88
2026-05-11,shop_demo_dtc,other,208.83
2026-05-12,shop_demo_dtc,meta,1984.09
2026-05-12,shop_demo_dtc,google,799.99
2026-05-12,shop_demo_dtc,other,234.2
2026-05-13,shop_demo_dtc,meta,1884.92
2026-05-13,shop_demo_dtc,google,901.27
2026-05-13,shop_demo_dtc,other,241.41
2026-05-14,shop_demo_dtc,meta,2234.91
2026-05-14,shop_demo_dtc,google,1040.64
2026-05-14,shop_demo_dtc,other,385.08
2026-05-15,shop_demo_dtc,meta,1984.57
2026-05-15,shop_demo_dtc,google,881.37
2026-05-15,shop_demo_dtc,other,256.52
2026-05-16,shop_demo_dtc,meta,1269.29
2026-05-16,shop_demo_dtc,google,549.68
2026-05-16,shop_demo_dtc,other,204.37
2026-05-17,shop_demo_dtc,meta,1167.44
2026-05-17,shop_demo_dtc,google,485.68
2026-05-17,shop_demo_dtc,other,149.52
2026-05-18,shop_demo_dtc,meta,1787.6
2026-05-18,shop_demo_dtc,google,810.72
2026-05-18,shop_demo_dtc,other,248.76
2026-05-19,shop_demo_dtc,meta,2138.49
2026-05-19,shop_demo_dtc,google,893.21
2026-05-19,shop_demo_dtc,other,244.66
2026-05-20,shop_demo_dtc,meta,2361.06
2026-05-20,shop_demo_dtc,google,1040.11
2026-05-20,shop_demo_dtc,other,377.85
2026-05-21,shop_demo_dtc,meta,2089.41
2026-05-21,shop_demo_dtc,google,969.61
2026-05-21,shop_demo_dtc,other,259.92
2026-05-22,shop_demo_dtc,meta,1709.1
2026-05-22,shop_demo_dtc,google,727.79
2026-05-22,shop_demo_dtc,other,275.28
2026-05-23,shop_demo_dtc,meta,1547.16
2026-05-23,shop_demo_dtc,google,681.94
2026-05-23,shop_demo_dtc,other,217.36
2026-05-24,shop_demo_dtc,meta,1183.83
2026-05-24,shop_demo_dtc,google,484.8
2026-05-24,shop_demo_dtc,other,217.27
2026-05-25,shop_demo_dtc,meta,1948.11
2026-05-25,shop_demo_dtc,google,810.87
2026-05-25,shop_demo_dtc,other,251.19
2026-05-26,shop_demo_dtc,meta,2032.61
2026-05-26,shop_demo_dtc,google,864.4
2026-05-26,shop_demo_dtc,other,233.56
2026-05-27,shop_demo_dtc,meta,1884.24
2026-05-27,shop_demo_dtc,google,860.52
2026-05-27,shop_demo_dtc,other,388.98
2026-05-28,shop_demo_dtc,meta,2045.14
2026-05-28,shop_demo_dtc,google,962.43
2026-05-28,shop_demo_dtc,other,280.08
2026-05-29,shop_demo_dtc,meta,1875.35
2026-05-29,shop_demo_dtc,google,838.45
2026-05-29,shop_demo_dtc,other,257.17
2026-05-30,shop_demo_dtc,meta,1193.43
2026-05-30,shop_demo_dtc,google,523.67
2026-05-30,shop_demo_dtc,other,198.57
2026-05-31,shop_demo_dtc,meta,1517.37
2026-05-31,shop_demo_dtc,google,663.83
2026-05-31,shop_demo_dtc,other,240.72
2026-06-01,shop_demo_dtc,meta,1553.4
2026-06-01,shop_demo_dtc,google,760.19
2026-06-01,shop_demo_dtc,other,253.83
2026-06-02,shop_demo_dtc,meta,1705.09
2026-06-02,shop_demo_dtc,google,755.39
2026-06-02,shop_demo_dtc,other,265.46
2026-06-03,shop_demo_dtc,meta,2552.55
2026-06-03,shop_demo_dtc,google,1164.01
2026-06-03,shop_demo_dtc,other,412.99
2026-06-04,shop_demo_dtc,meta,1771.6
2026-06-04,shop_demo_dtc,google,758.64
2026-06-04,shop_demo_dtc,other,316.77
2026-06-05,shop_demo_dtc,meta,1744.22
2026-06-05,shop_demo_dtc,google,791.15
2026-06-05,shop_demo_dtc,other,243.54
2026-06-06,shop_demo_dtc,meta,1179.1
2026-06-06,shop_demo_dtc,google,574.9
2026-06-06,shop_demo_dtc,other,235.45
2026-06-07,shop_demo_dtc,meta,1317.93
2026-06-07,shop_demo_dtc,google,598.72
2026-06-07,shop_demo_dtc,other,197.76
2026-06-08,shop_demo_dtc,meta,1894.09
2026-06-08,shop_demo_dtc,google,779.03
2026-06-08,shop_demo_dtc,other,356.67
2026-06-09,shop_demo_dtc,meta,2039.49
2026-06-09,shop_demo_dtc,google,901.36
2026-06-09,shop_demo_dtc,other,381.33
2026-06-10,shop_demo_dtc,meta,2023.45
2026-06-10,shop_demo_dtc,google,872.97
2026-06-10,shop_demo_dtc,other,239.62
2026-06-11,shop_demo_dtc,meta,1900.54
2026-06-11,shop_demo_dtc,google,787.97
2026-06-11,shop_demo_dtc,other,338.73
2026-06-12,shop_demo_dtc,meta,1786.22
2026-06-12,shop_demo_dtc,google,854.5
2026-06-12,shop_demo_dtc,other,367.53
2026-06-13,shop_demo_dtc,meta,1224.92
2026-06-13,shop_demo_dtc,google,525.47
2026-06-13,shop_demo_dtc,other,183.95
2026-06-14,shop_demo_dtc,meta,1536.47
2026-06-14,shop_demo_dtc,google,722.27
2026-06-14,shop_demo_dtc,other,276.81
2026-06-15,shop_demo_dtc,meta,1768.44
2026-06-15,shop_demo_dtc,google,766.2
2026-06-15,shop_demo_dtc,other,251.59
2026-06-16,shop_demo_dtc,meta,2302.4
2026-06-16,shop_demo_dtc,google,1131.34
2026-06-16,shop_demo_dtc,other,267.68
2026-06-17,shop_demo_dtc,meta,1637.74
2026-06-17,shop_demo_dtc,google,725.9
